dataset_index,scene,object_id,valid_points,rot_deg,trans_cm,difficulty
474,1-6-0,58,381,2.5625422,0.27690297,5.3315716
475,1-6-1,35,679,2.5625422,0.02067586,2.7693007
476,1-6-1,39,363,2.5625422,0.07195935,3.2821357
477,1-6-1,48,831,2.5625422,0.18159553,4.3784976
478,1-6-1,51,218,2.5625422,0.2872959,5.435501
479,1-6-1,58,506,2.5625422,0.32699433,5.832485
480,1-6-3,35,742,2.5625422,0.066357,3.2261124
481,1-6-3,39,371,6.3825445,0.10251508,7.4076953
482,1-6-3,48,845,2.5625422,0.2776729,5.339271
483,1-6-3,51,203,2.5625422,0.17796548,4.342197
484,1-6-3,58,472,2.5625422,0.090185806,3.4644003
485,1-6-4,35,529,2.5625422,0.16976796,4.260222
486,1-6-4,39,363,2.5625422,0.122916155,3.7917037
487,1-6-4,48,859,3.1472185,0.11814833,4.328702
488,1-6-4,51,49,88.599846,0.66270715,95.22691
489,1-6-4,58,502,2.5625422,0.20998406,4.662383
490,1-6-6,35,702,2.5625422,0.15322948,4.094837
491,1-6-6,39,391,4.49209,0.08468898,5.3389797
492,1-6-6,48,751,2.5625422,0.32822672,5.8448095
493,1-6-6,51,168,2.5625422,0.13562086,3.9187508
494,1-6-6,58,560,2.5625422,0.1701018,4.2635603
495,1-6-7,35,730,2.5625422,0.09831381,3.5456803
496,1-6-7,39,373,6.0158134,0.04478042,6.4636173
497,1-6-7,48,685,2.6918094,0.25498277,5.241637
498,1-6-7,51,186,2.5625422,0.060798112,3.1705234
499,1-6-7,58,601,3.2537754,0.1634481,4.888256
500,1-6-8,35,717,2.5625422,0.1123245,3.6857872
501,1-6-8,39,370,7.1643434,0.1598127,8.76247
502,1-6-8,48,850,2.5625422,0.21835461,4.746088
503,1-6-8,51,202,2.5625422,0.2220816,4.7833586
504,1-6-8,58,531,2.5625422,0.22730632,4.8356056
505,1-6-9,35,711,2.5625422,0.16130885,4.1756306
506,1-6-9,39,373,5.086463,0.09886995,6.0751624
507,1-6-9,48,811,3.7045422,0.25724038,6.276946
508,1-6-9,51,222,2.5625422,0.22505857,4.813128
509,1-6-9,58,559,2.5625422,0.23353836,4.897926
510,1-6-10,35,555,2.5940478,0.22763745,4.8704224
511,1-6-10,39,369,2.5625422,0.21859796,4.748522
512,1-6-10,48,630,4.3353086,0.8581079,12.916388
513,1-6-10,51,39,7.291968,1.3080382,20.37235
514,1-6-10,58,502,2.5664349,0.27288696,5.2953043
515,1-6-11,35,715,2.5625422,0.1822681,4.3852234
516,1-6-11,39,368,2.5625422,0.10779434,3.6404855
517,1-6-11,48,678,2.5625422,0.7464605,10.027147
518,1-6-11,51,195,2.8225815,0.15209693,4.3435507
519,1-6-11,58,537,2.5625422,0.18184012,4.3809433
520,1-6-12,35,604,4.577656,0.2335015,6.9126706
521,1-6-12,39,380,2.5625422,0.06661549,3.228697
522,1-6-12,48,624,11.624119,0.542778,17.051899
523,1-6-12,51,65,13.050806,0.5304694,18.3555
524,1-6-12,58,465,2.5625422,0.30377835,5.6003256
525,1-6-14,35,534,2.5625422,0.59954023,8.557944
526,1-6-14,39,368,6.5492783,0.14603263,8.009604
527,1-6-14,48,745,2.5625422,0.2616885,5.179427
528,1-6-14,51,178,2.5625422,0.37483713,6.3109136
529,1-6-14,58,211,11.621203,0.38546988,15.475903
530,1-6-15,35,564,2.5625422,0.42806467,6.8431892
531,1-6-15,39,382,2.5774698,0.15132888,4.0907583
532,1-6-15,48,836,2.5625422,0.2110697,4.673239
533,1-6-15,51,195,2.5625422,0.2022553,4.5850954
534,1-6-15,58,590,2.5625422,0.0925519,3.4880612
535,1-6-16,35,679,2.5625422,0.18797295,4.4422717
536,1-6-16,39,385,2.7802372,0.13841237,4.164361
537,1-6-16,48,635,2.5625422,0.26430577,5.2056
538,1-6-16,51,166,7.2452707,0.1691378,8.936649
539,1-6-16,58,468,2.5625422,0.17677376,4.33028
540,1-6-17,35,662,2.5625422,0.14468753,4.0094175
541,1-6-17,39,364,2.5625422,0.14724623,4.0350046
542,1-6-17,48,587,2.5625422,0.25606096,5.123152
543,1-6-17,51,204,2.5625422,0.16123314,4.1748734
544,1-6-17,58,537,2.5625422,0.08369649,3.399507
545,1-6-18,35,549,3.8005543,0.21964596,5.997014
546,1-6-18,39,379,2.5625422,0.03283388,2.890881
547,1-6-18,48,800,2.5625422,0.25717515,5.1342936
548,1-6-18,51,210,2.5625422,0.11320733,3.6946154
549,1-6-18,58,479,2.5625422,0.19592774,4.5218196
550,1-6-19,35,704,2.5625422,0.038711127,2.9496534
551,1-6-19,39,294,118.80236,0.382695,122.62931
552,1-6-19,48,669,5.969034,0.14996569,7.468691
553,1-6-19,51,222,5.67934,0.22737764,7.9531164
554,1-6-19,58,547,2.5625422,0.12077765,3.7703187
555,1-6-20,35,710,2.5625422,0.1893646,4.456188
556,1-6-20,39,377,81.811874,0.14690791,83.28095
557,1-6-20,48,758,86.155205,0.5403495,91.5587
558,1-6-20,51,196,3.2674649,0.0452357,3.719822
559,1-6-20,58,524,2.695588,0.09979198,3.693508
560,1-7-0,35,650,2.5625422,0.30039817,5.5665236
561,1-7-0,39,382,2.5625422,0.18188684,4.3814106
562,1-7-0,48,838,2.5625422,0.17201744,4.2827168
563,1-7-0,51,230,2.5625422,0.09379105,3.5004528
564,1-7-0,58,348,3.7758465,0.72475106,11.023357
565,1-7-1,35,724,2.5625422,0.15843594,4.1469016
566,1-7-1,39,373,3.9203148,0.13785423,5.298857
567,1-7-1,48,845,2.5625422,0.19259822,4.4885244
568,1-7-1,51,205,2.5625422,0.23229611,4.8855033
569,1-7-1,58,384,9.885687,0.2753198,12.6388855
570,1-7-2,35,567,2.5625422,0.3612139,6.174681
571,1-7-2,39,366,2.5625422,0.07149292,3.2774713
572,1-7-2,48,828,2.5625422,0.16475815,4.2101235
573,1-7-2,51,203,2.5625422,0.13782378,3.94078
574,1-7-2,58,564,2.5625422,0.15030544,4.0655966
575,1-7-3,35,700,2.5625422,0.14010856,3.9636278
576,1-7-3,39,375,4.448494,0.2126577,6.5750713
577,1-7-3,48,779,2.5625422,0.20847535,4.647296
578,1-7-3,51,227,2.5625422,0.118273765,3.7452798
579,1-7-3,58,545,2.5625422,0.092087075,3.483413
580,1-7-4,35,681,2.5625422,0.2688718,5.2512603
581,1-7-4,39,379,2.5625422,0.13598053,3.9223475
582,1-7-4,48,843,2.5625422,0.26016256,5.164168
583,1-7-4,51,213,2.5625422,0.23170175,4.8795595
584,1-7-4,58,550,2.5625422,0.24925213,5.0550632
585,1-7-5,35,698,2.5625422,0.024835704,2.8108993
586,1-7-5,39,384,5.9949226,0.118924946,7.184172
587,1-7-5,48,787,2.5625422,0.25358877,5.0984297
588,1-7-5,51,215,2.5625422,0.25216976,5.08424
589,1-7-5,58,453,2.5625422,0.3402784,5.9653263
590,1-7-8,35,746,2.5625422,0.13480201,3.9105623
591,1-7-8,39,379,2.6492238,0.09918016,3.6410255
592,1-7-8,48,749,3.3532205,0.67495304,10.102751
593,1-7-8,51,199,19.499937,0.07834194,20.283356
594,1-7-8,58,461,2.5625422,0.34499276,6.01247
595,1-7-9,35,405,3.9429774,0.28169003,6.7598777
596,1-7-9,39,390,2.5625422,0.18004033,4.3629456
597,1-7-9,48,800,2.5625422,0.4470652,7.0331945
598,1-7-9,51,48,3.1237423,0.5337887,8.461629
599,1-7-9,58,473,2.5625422,0.42451155,6.8076572
600,1-7-10,35,679,2.5625422,0.11797841,3.7423263
601,1-7-10,39,379,2.5625422,0.12683527,3.830895
602,1-7-10,48,775,2.5625422,0.30136406,5.576183
603,1-7-10,51,219,2.5625422,0.08313378,3.39388
604,1-7-10,58,378,2.5625422,0.42422324,6.8047743
605,1-7-11,35,734,2.5625422,0.18773128,4.439855
606,1-7-11,39,360,2.5625422,0.14985923,4.0611343
607,1-7-11,48,827,2.5625422,0.30009648,5.563507
608,1-7-11,51,189,3.700946,0.3296442,6.997388
609,1-7-11,58,528,2.5625422,0.15491931,4.1117353
610,1-7-12,35,706,2.590121,0.17116126,4.301734
611,1-7-12,39,382,2.5625422,0.12868781,3.8494203
612,1-7-12,48,643,3.9980187,0.56110567,9.609076
613,1-7-12,51,196,2.5625422,0.2665885,5.228427
614,1-7-12,58,588,2.5625422,0.12382675,3.8008099
615,1-7-13,35,354,4.3223686,0.5271072,9.593441
616,1-7-13,39,372,4.6370916,0.13333625,5.970454
617,1-7-13,48,847,2.5625422,0.30813733,5.643915
618,1-7-13,51,228,2.5625422,0.11861927,3.748735
619,1-7-13,58,547,2.5625422,0.15218402,4.0843825
620,1-7-14,35,652,2.5625422,0.211144,4.673982
621,1-7-14,39,362,2.5625422,0.052512646,3.0876687
622,1-7-14,48,756,2.5625422,0.45611683,7.1237106
623,1-7-14,51,190,4.012979,0.13952944,5.4082737
624,1-7-14,58,371,4.6548843,0.16141233,6.2690077
625,1-7-15,35,577,2.5625422,0.15357913,4.0983334
626,1-7-15,39,389,3.1745317,0.17285009,4.9030323
627,1-7-15,48,830,3.6987228,0.1966798,5.6655207
628,1-7-15,51,217,2.5625422,0.09612911,3.5238333
629,1-7-15,58,488,2.5625422,0.23034108,4.865953
630,1-7-16,35,389,3.7871351,0.45581135,8.345249
631,1-7-16,39,393,8.510616,0.20607102,10.571326
632,1-7-16,48,845,2.5625422,0.32408223,5.8033648
633,1-7-16,51,206,2.5625422,0.23462567,4.908799
634,1-7-16,58,507,2.5625422,0.19228818,4.485424
635,1-7-17,35,708,2.5625422,0.3136494,5.699036
636,1-7-17,39,369,2.5625422,0.09998425,3.5623846
637,1-7-17,48,691,2.5625422,0.20629138,4.625456
638,1-7-17,51,219,2.5625422,0.11867794,3.7493215
639,1-7-17,58,398,2.5625422,0.7190622,9.753164
640,1-7-18,35,486,2.5625422,0.7707505,10.270047
641,1-7-18,39,381,5.8842654,0.16561866,7.540452
642,1-7-18,48,745,2.5625422,0.40230298,6.5855722
643,1-7-18,51,216,2.5625422,0.2966894,5.529436
644,1-7-18,58,553,2.5625422,0.11978601,3.7604022
645,1-7-19,35,698,2.5625422,0.16888744,4.2514167
646,1-7-19,39,370,2.9168522,0.20472224,4.9640746
647,1-7-19,48,777,4.5615387,0.46666712,9.22821
648,1-7-19,51,183,2.5625422,0.12949325,3.8574748
649,1-7-19,58,532,2.5625422,0.11126403,3.6751823
650,1-7-20,35,739,2.9674191,0.31944692,6.161888
651,1-7-20,39,386,2.5625422,0.06091396,3.171682
652,1-7-20,48,791,2.5625422,0.32513428,5.8138847
653,1-7-20,51,214,2.5625422,0.14508066,4.0133486
654,1-7-20,58,548,2.5625422,0.16779959,4.240538
655,1-8-0,35,507,2.5625422,0.30038282,5.5663705
656,1-8-0,39,376,6.743896,0.15575284,8.301424
657,1-8-0,48,779,3.4650934,0.32181004,6.6831937
658,1-8-0,51,215,2.5625422,0.13207461,3.8832884
659,1-8-0,58,510,2.5625422,0.32654977,5.82804
660,1-8-2,35,554,2.5625422,0.39752707,6.537813
661,1-8-2,39,378,2.8229284,0.15932782,4.4162064
662,1-8-2,48,807,3.926355,0.19208646,5.8472195
663,1-8-2,51,223,3.503864,0.19182912,5.4221554
664,1-8-2,58,555,2.5625422,0.058270175,3.145244
665,1-8-3,35,709,2.5625422,0.11142021,3.6767442
666,1-8-3,39,365,2.5625422,0.16332303,4.1957726
667,1-8-3,48,817,3.070903,0.26443657,5.715269
668,1-8-3,51,214,2.5625422,0.2871819,5.4343615
669,1-8-3,58,364,5.0916986,0.3554014,8.645713
670,1-8-4,35,728,2.5625422,0.23302801,4.8928223
671,1-8-4,39,390,3.0010705,0.0328751,3.3298216
672,1-8-4,48,784,2.5625422,0.43219137,6.8844557
673,1-8-4,51,188,2.5625422,0.16964555,4.258998
674,1-8-4,58,466,2.5625422,0.17523591,4.3149014
675,1-8-5,35,732,2.5625422,0.15117395,4.0742817
676,1-8-5,39,380,2.5625422,0.123420045,3.7967427
677,1-8-5,48,821,2.5825531,0.34251058,6.007659
678,1-8-5,51,206,2.6402683,0.31114888,5.751757
679,1-8-5,58,442,4.6732793,0.5955176,10.628455
680,1-8-6,35,375,88.89093,0.7673175,96.5641
681,1-8-6,39,362,7.7487893,0.19187237,9.667513
682,1-8-6,48,805,2.5625422,0.2941897,5.5044394
683,1-8-6,51,204,2.5625422,0.23968849,4.959427
684,1-8-6,58,585,3.5000622,0.20103405,5.5104027
685,1-8-7,35,680,2.5625422,0.12582618,3.820804
686,1-8-7,39,407,95.71265,0.16519152,97.36456
687,1-8-7,48,817,3.9229615,0.4533335,8.456296
688,1-8-7,51,219,3.1747167,0.15222773,4.696994
689,1-8-7,58,522,2.5625422,0.18168893,4.3794317
690,1-8-8,35,734,2.5625422,0.18472141,4.409756
691,1-8-8,39,370,2.5625422,0.08731419,3.4356842
692,1-8-8,48,833,2.5625422,0.10503492,3.6128914
693,1-8-8,51,178,2.5625422,0.3735474,6.2980165
694,1-8-8,58,507,2.6331418,0.20774342,4.710576
695,1-8-9,35,652,2.5625422,0.094915435,3.5116966
696,1-8-9,39,363,7.4262905,0.05455875,7.971878
697,1-8-9,48,858,4.3052063,0.36001065,7.9053125
698,1-8-9,51,218,9.209145,0.28372467,12.0463915
699,1-8-9,58,336,5.3698006,0.3522532,8.892332
700,1-8-10,35,730,2.5625422,0.24858241,5.0483665
701,1-8-10,39,373,3.71014,0.11075445,4.8176847
702,1-8-10,48,819,4.0383725,0.23242815,6.3626537
703,1-8-10,51,217,2.5625422,0.08566828,3.419225
704,1-8-10,58,391,2.5625422,0.3737084,6.2996264
705,1-8-11,35,535,2.5625422,0.1331467,3.894009
706,1-8-11,39,377,2.5625422,0.09195658,3.482108
707,1-8-11,48,695,2.5625422,0.27107656,5.273308
708,1-8-11,51,203,2.5625422,0.18248609,4.387403
709,1-8-11,58,559,3.7982867,0.087268956,4.670976
710,1-8-12,35,689,2.5625422,0.07573522,3.3198943
711,1-8-12,39,356,2.5625422,0.16170609,4.179603
712,1-8-12,48,804,2.5625422,0.25026357,5.065178
713,1-8-12,51,187,3.1189756,0.1063546,4.182522
714,1-8-12,58,550,2.5625422,0.1794062,4.356604
715,1-8-13,35,682,2.5625422,0.26557618,5.2183037
716,1-8-13,39,377,4.0295367,0.15752879,5.6048245
717,1-8-13,48,732,2.5625422,0.19184847,4.4810266
718,1-8-13,51,192,2.5625422,0.13273302,3.8898723
719,1-8-13,58,541,2.5625422,0.2352254,4.914796
720,1-8-14,35,709,2.5625422,0.26248878,5.1874304
721,1-8-14,39,359,2.5625422,0.19119677,4.47451
722,1-8-14,48,839,2.5625422,0.28231215,5.385664
723,1-8-14,51,1,19.757086,2.2901032,42.65812
724,1-8-14,58,552,2.5625422,0.18010397,4.3635817
725,1-8-15,35,716,2.5625422,0.14170659,3.979608
726,1-8-15,39,368,2.5625422,0.09038063,3.4663486
727,1-8-15,48,838,2.5625422,0.32713482,5.8338904
728,1-8-15,51,214,2.5625422,0.3870311,6.432853
729,1-8-15,58,407,2.8985403,0.49343523,7.8328924
730,1-8-16,35,636,2.5625422,0.34501207,6.012663
731,1-8-16,39,378,11.334404,0.06035107,11.937915
732,1-8-16,48,767,2.5625422,0.38766032,6.439145
733,1-8-16,51,200,2.5625422,0.114484996,3.7073922
734,1-8-16,58,584,2.6444168,0.20212358,4.6656528
735,1-8-17,35,659,2.5625422,0.31247547,5.687297
736,1-8-17,39,388,2.5625422,0.099714495,3.5596871
737,1-8-17,48,804,2.5625422,0.29751557,5.537698
738,1-8-17,51,209,2.5625422,0.31453696,5.7079115
739,1-8-17,58,547,2.5625422,0.11497514,3.7122936
740,1-8-18,35,631,2.5625422,0.26419762,5.2045183
741,1-8-18,39,372,3.2404509,0.27714697,6.0119205
742,1-8-18,48,732,2.5625422,0.34943303,6.0568724
743,1-8-18,51,226,2.5625422,0.03332681,2.8958104
744,1-8-18,58,574,2.5625422,0.12989455,3.8614879
745,1-8-19,35,675,2.5625422,0.13042584,3.8668005
746,1-8-19,39,371,5.86802,0.15643486,7.4323688
747,1-8-19,48,790,2.5625422,0.25308952,5.093437
748,1-8-19,51,221,2.5625422,0.26157248,5.178267
749,1-8-19,58,496,2.5625422,0.3068334,5.630876
750,1-8-20,35,342,2.5625422,0.14515452,4.0140877
751,1-8-20,39,358,2.5625422,0.13554236,3.917966
752,1-8-20,48,611,2.7256289,0.14892197,4.2148485
753,1-8-20,51,211,2.5625422,0.21504906,4.7130327
754,1-8-20,58,497,2.5625422,0.10912735,3.6538157
755,1-9-0,35,697,2.5625422,0.10041593,3.5667014
756,1-9-0,39,364,3.0297651,0.0643487,3.673252
757,1-9-0,48,794,2.5625422,0.18060409,4.368583
758,1-9-0,51,215,2.5625422,0.042010896,2.9826512
759,1-9-0,58,512,2.5625422,0.2288209,4.850751
760,1-9-1,35,656,2.5625422,0.09883735,3.5509157
761,1-9-1,39,368,6.069117,0.12382016,7.3073187
762,1-9-1,48,846,2.5625422,0.21065158,4.669058
763,1-9-1,51,209,2.8135514,0.14743994,4.287951
764,1-9-1,58,417,2.5625422,0.31738615,5.7364035
765,1-9-2,35,521,2.5625422,0.25906545,5.1531963
766,1-9-2,39,380,2.690864,0.19234486,4.6143126
767,1-9-2,48,818,4.786429,0.13192628,6.105692
768,1-9-2,51,222,2.679565,0.2115455,4.79502
769,1-9-2,58,547,2.5625422,0.18577616,4.420304
770,1-9-3,35,747,2.5625422,0.17984113,4.3609533
771,1-9-3,39,374,3.6521082,0.070930816,4.3614163
772,1-9-3,48,805,4.493093,0.4166393,8.659486
773,1-9-3,51,196,2.5625422,0.17069213,4.2694635
774,1-9-3,58,540,2.5625422,0.13531244,3.9156666
775,1-9-5,35,680,2.5625422,0.2152849,4.715391
776,1-9-5,39,365,5.6863756,0.12264812,6.912857
777,1-9-5,48,792,2.5625422,0.18007177,4.36326
778,1-9-5,51,221,2.5625422,0.1278061,3.840603
779,1-9-5,58,528,2.5625422,0.19724306,4.534973
780,1-9-6,35,610,2.5625422,0.19325475,4.4950895
781,1-9-6,39,380,2.6999414,0.09559866,3.6559281
782,1-9-6,48,766,3.818237,0.30069128,6.8251495
783,1-9-6,51,207,2.5625422,0.21114789,4.674021
784,1-9-6,58,577,2.5625422,0.20741601,4.6367025
785,1-9-7,35,676,2.5625422,0.13682969,3.930839
786,1-9-7,39,373,4.184322,0.102357276,5.207895
787,1-9-7,48,858,2.5625422,0.25485706,5.1111126
788,1-9-7,51,17,89.61541,1.8365748,107.981155
789,1-9-7,58,529,2.5625422,0.27216637,5.284206
790,1-9-8,35,673,2.5625422,0.11904645,3.7530067
791,1-9-8,39,365,2.5625422,0.07092991,3.2718413
792,1-9-8,48,747,3.0025706,0.35281062,6.530677
793,1-9-8,51,204,2.5625422,0.29471013,5.5096436
794,1-9-8,58,538,2.5625422,0.18588084,4.4213505
795,1-9-10,35,719,2.5625422,0.14885335,4.051076
796,1-9-10,39,366,2.5625422,0.17359868,4.2985287
797,1-9-10,48,768,2.5625422,0.3666909,6.229451
798,1-9-10,51,207,2.5625422,0.040923726,2.9717793
799,1-9-10,58,560,2.5625422,0.17365089,4.2990513
800,1-9-11,35,530,2.5625422,0.4440392,7.0029345
801,1-9-11,39,358,2.5625422,0.14297158,3.992258
802,1-9-11,48,707,2.5625422,0.45605144,7.1230564
803,1-9-11,51,116,2.5976672,0.5636641,8.234308
804,1-9-11,58,557,2.5625422,0.14530909,4.015633
805,1-9-12,35,732,2.5625422,0.18922289,4.454771
806,1-9-12,39,379,2.5625422,0.23755684,4.9381104
807,1-9-12,48,839,2.5625422,0.39596996,6.5222416
808,1-9-12,51,202,2.8232749,0.091476806,3.7380428
809,1-9-12,58,579,2.5625422,0.1191845,3.7543874
810,1-9-13,35,724,2.5625422,0.039739598,2.959938
811,1-9-13,39,376,2.9321804,0.08841975,3.8163779
812,1-9-13,48,782,3.309378,0.3011785,6.3211627
813,1-9-13,51,218,2.5625422,0.25216272,5.0841694
814,1-9-13,58,527,2.5625422,0.27346388,5.297181
815,1-9-14,35,708,2.5625422,0.21575606,4.720103
816,1-9-14,39,376,4.666274,0.14045256,6.0708
817,1-9-14,48,591,3.8147478,0.29831064,6.7978544
818,1-9-14,51,196,2.5625422,0.09651803,3.5277226
819,1-9-14,58,581,3.2412362,0.10885143,4.3297505
820,1-9-15,35,632,2.5625422,0.106372684,3.626269
821,1-9-15,39,374,4.0767903,0.13853315,5.462122
822,1-9-15,48,783,4.0782313,0.26656651,6.7438965
823,1-9-15,51,213,2.673568,0.0704459,3.378027
824,1-9-15,58,500,2.5625422,0.18969221,4.459464
825,1-9-16,35,723,2.5625422,0.11558117,3.7183537
826,1-9-16,39,373,3.8143375,0.1521139,5.3354764
827,1-9-16,48,829,2.5625422,0.31796888,5.742231
828,1-9-16,51,193,2.5625422,0.050116256,3.0637047
829,1-9-16,58,524,2.5625422,0.14584345,4.0209765
830,1-9-17,35,687,2.5625422,0.16594186,4.221961
831,1-9-17,39,377,3.4085815,0.24604055,5.868987
832,1-9-17,48,616,2.5625422,0.29310444,5.4935865
833,1-9-17,51,215,2.5625422,0.15661404,4.1286826
834,1-9-17,58,241,2.5625422,0.2444702,5.007244
835,1-9-18,35,647,2.5625422,0.16866337,4.249176
836,1-9-18,39,397,3.338827,0.15723075,4.9111342
837,1-9-18,48,627,2.5625422,0.3852797,6.415339
838,1-9-18,51,219,2.5625422,0.10269219,3.5894642
839,1-9-18,58,522,2.5625422,0.19479136,4.510456
840,1-9-19,35,669,2.5625422,0.08788517,3.4413939
841,1-9-19,39,368,2.5625422,0.17303795,4.2929215
842,1-9-19,48,677,2.5625422,0.22630638,4.8256063
843,1-9-19,51,185,2.5625422,0.25531644,5.1157064
844,1-9-19,58,510,2.5625422,0.39141592,6.4767017
845,1-9-20,35,718,2.5625422,0.25740576,5.1365995
846,1-9-20,39,380,3.8377266,0.079758875,4.6353154
847,1-9-20,48,783,3.139745,0.3760123,6.899868
848,1-9-20,51,218,2.9572423,0.24795768,5.436819
849,1-9-20,58,430,2.5625422,0.27511263,5.3136683
850,1-10-0,35,563,2.5625422,0.27642044,5.326747
851,1-10-0,39,378,2.6048157,0.12996444,3.9044602
852,1-10-0,48,805,2.5625422,0.23310173,4.8935595
853,1-10-0,51,218,2.9462335,0.056381233,3.5100458
854,1-10-0,58,568,3.4450328,0.06759695,4.121002
855,1-10-1,35,706,2.5625422,0.19396232,4.5021653
856,1-10-1,39,380,8.749856,0.065711245,9.406968
857,1-10-1,48,804,2.5625422,0.40600187,6.6225605
858,1-10-1,51,188,2.7279263,0.21223514,4.850278
859,1-10-1,58,505,2.5625422,0.16441342,4.2066765
860,1-10-2,35,698,3.3776538,0.14165615,4.794215
861,1-10-2,39,377,2.5625422,0.12929219,3.855464
862,1-10-2,48,826,2.5625422,0.4739185,7.3017273
863,1-10-2,51,170,3.6446483,0.10274105,4.672059
864,1-10-2,58,556,2.5625422,0.19850524,4.5475945
865,1-10-3,35,730,2.5625422,0.16776483,4.2401905
866,1-10-3,39,375,2.5625422,0.16031593,4.1657014
867,1-10-3,48,821,2.5625422,0.32946718,5.857214
868,1-10-3,51,181,3.9961572,0.17324139,5.728571
869,1-10-3,58,539,2.5625422,0.16093841,4.1719265
870,1-10-4,35,583,2.5625422,0.5104549,7.6670914
871,1-10-4,39,370,89.820404,0.31262246,92.946625
872,1-10-4,48,797,89.94948,0.16146699,91.56415
873,1-10-4,51,167,2.5625422,0.3306123,5.868665
874,1-10-4,58,261,2.5625422,0.45468268,7.1093693
875,1-10-5,35,555,3.2714174,0.09421983,4.213616
876,1-10-5,39,379,3.5266445,0.18573034,5.383948
877,1-10-5,48,786,3.7861006,0.27446517,6.530752
878,1-10-5,51,224,2.5625422,0.20137182,4.5762606
879,1-10-5,58,516,2.5625422,0.24469545,5.0094967
880,1-10-6,35,720,2.5625422,0.06533485,3.2158906
881,1-10-6,39,376,2.5625422,0.08476446,3.4101868
882,1-10-6,48,777,2.5625422,0.32821122,5.844654
883,1-10-6,51,210,3.611729,0.13997462,5.011475
884,1-10-6,58,535,2.5625422,0.1362741,3.9252832
885,1-10-7,35,690,2.5625422,0.14852455,4.0477877
886,1-10-7,39,364,3.1373124,0.16222844,4.759597
887,1-10-7,48,853,2.5625422,0.31935045,5.756047
888,1-10-7,51,209,2.8593755,0.27292845,5.5886602
889,1-10-7,58,502,2.6075945,0.16721289,4.279723
890,1-10-8,35,706,2.5625422,0.13732252,3.9357674
891,1-10-8,39,374,4.1108503,0.13612609,5.472111
892,1-10-8,48,823,2.5625422,0.23443782,4.9069204
893,1-10-8,51,189,2.5625422,0.20806223,4.6431646
894,1-10-8,58,536,2.5625422,0.1343025,3.9055672
895,1-10-9,35,683,2.5625422,0.24751276,5.03767
896,1-10-9,39,281,2.5625422,0.43741256,6.9366674
897,1-10-9,48,605,2.5625422,0.506758,7.630122
898,1-10-9,51,192,2.5625422,0.35765782,6.13912
899,1-10-9,58,542,2.5625422,0.13590133,3.9215555
900,1-10-10,35,645,2.5625422,0.34434694,6.006012
901,1-10-10,39,368,2.6280818,0.18617827,4.4898643
902,1-10-10,48,830,2.661093,0.40204316,6.6815243
903,1-10-10,51,192,2.5625422,0.09714692,3.5340114
904,1-10-10,58,428,3.175703,0.5356106,8.531809
905,1-10-11,35,680,2.5625422,0.11057891,3.6683311
906,1-10-11,39,382,2.5625422,0.12393499,3.8018923
907,1-10-11,48,845,2.5625422,0.2383093,4.945635
908,1-10-11,51,187,3.424398,0.19415024,5.3659
909,1-10-11,58,340,4.2037477,0.54746157,9.678364
910,1-10-12,35,690,2.5625422,0.13793081,3.9418502
911,1-10-12,39,373,2.5625422,0.0880256,3.4427981
912,1-10-12,48,774,2.8985403,0.25517774,5.4503174
913,1-10-12,51,186,2.5625422,0.16661738,4.228716
914,1-10-12,58,551,2.5625422,0.2457151,5.0196934
915,1-10-13,35,667,2.5625422,0.2912598,5.47514
916,1-10-13,39,367,4.0849004,0.15991983,5.6840987
917,1-10-13,48,605,5.3833585,0.42687297,9.652088
918,1-10-13,51,229,2.5625422,0.12739599,3.836502
919,1-10-13,58,553,2.5625422,0.20617968,4.624339
920,1-10-14,35,578,2.5625422,0.21651614,4.7277036
921,1-10-14,39,367,3.0329294,0.15625696,4.595499
922,1-10-14,48,840,2.5625422,0.48622102,7.424752
923,1-10-14,51,203,2.9799268,0.34888917,6.4688187
924,1-10-14,58,575,2.5625422,0.12041618,3.766704
925,1-10-15,35,663,2.5625422,0.19995132,4.5620556
926,1-10-15,39,367,3.4490092,0.14256972,4.8747063
927,1-10-15,48,844,2.5625422,0.10790889,3.6416311
928,1-10-15,51,132,20.099674,0.26640838,22.763758
929,1-10-15,58,592,2.5625422,0.06056227,3.168165
930,1-10-16,35,583,2.5625422,0.2707669,5.270211
931,1-10-16,39,368,2.5625422,0.20694074,4.6319494
932,1-10-16,48,858,2.6478195,0.32478237,5.895643
933,1-10-16,51,96,7.9824924,1.1216186,19.198679
934,1-10-16,58,583,2.5625422,0.09218408,3.484383
935,1-10-17,35,725,2.5625422,0.2993097,5.5556393
936,1-10-17,39,369,2.5625422,0.1381544,3.944086
937,1-10-17,48,644,3.6014137,0.35698718,7.1712856
938,1-10-17,51,196,2.5625422,0.14425452,4.0050874
939,1-10-17,58,557,2.5625422,0.10345532,3.5970955
940,1-10-18,35,680,2.5625422,0.072719544,3.2897377
